Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | CDU+CSU | SPD | FDP | Linke | Grüne | Piraten | AfD | FW | Other
Forsa | N/A | 2012-03-14 | 2012-03-14 | N | N/A | N/A | 1 | 36 | 26 | 3 | 9 | 15 | 7 | N/A | N/A | 4
Kantar | N/A | 2012-03-11 | 2012-03-11 | N | N/A | N/A | 1 | 36 | 28 | 3 | 7 | 14 | 8 | N/A | N/A | 4
FGW | N/A | 2012-03-09 | 2012-03-09 | N | N/A | N/A | 1 | 36 | 30 | 3 | 7 | 14 | 6 | N/A | N/A | 4
Forsa | N/A | 2012-03-07 | 2012-03-07 | N | N/A | N/A | 1 | 37 | 26 | 3 | 8 | 15 | 7 | N/A | N/A | 4
Kantar | N/A | 2012-03-04 | 2012-03-04 | N | N/A | N/A | 1 | 35 | 28 | 3 | 7 | 14 | 9 | N/A | N/A | 3
Infratest | N/A | 2012-03-01 | 2012-03-01 | N | N/A | N/A | 1 | 37 | 28 | 3 | 7 | 14 | 7 | N/A | N/A | 4
Forsa | N/A | 2012-02-29 | 2012-02-29 | N | N/A | N/A | 1 | 38 | 26 | 3 | 8 | 14 | 7 | N/A | N/A | 4
Kantar | N/A | 2012-02-26 | 2012-02-26 | N | N/A | N/A | 1 | 35 | 27 | 3 | 8 | 15 | 9 | N/A | N/A | 3
GMS | N/A | 2012-02-23 | 2012-02-23 | N | N/A | N/A | 1 | 38 | 26 | 3 | 7 | 15 | 7 | N/A | N/A | 4
Allensbach | N/A | 2012-02-22 | 2012-02-22 | N | N/A | N/A | 0.5 | 36.0 | 28.0 | 4.5 | 7.5 | 15.5 | 5.0 | N/A | N/A | 3.5
Forsa | N/A | 2012-02-22 | 2012-02-22 | N | N/A | N/A | 1 | 38 | 25 | 2 | 8 | 15 | 8 | N/A | N/A | 4
Kantar | N/A | 2012-02-19 | 2012-02-19 | N | N/A | N/A | 1 | 35 | 28 | 3 | 7 | 14 | 9 | N/A | N/A | 4
Infratest | N/A | 2012-02-17 | 2012-02-17 | N | N/A | N/A | 1 | 36 | 29 | 3 | 7 | 16 | 6 | N/A | N/A | 3
Forsa | N/A | 2012-02-15 | 2012-02-15 | N | N/A | N/A | 1 | 38 | 26 | 2 | 9 | 13 | 7 | N/A | N/A | 5
Kantar | N/A | 2012-02-12 | 2012-02-12 | N | N/A | N/A | 1 | 36 | 27 | 3 | 8 | 14 | 7 | N/A | N/A | 5
FGW | N/A | 2012-02-10 | 2012-02-10 | N | N/A | N/A | 1 | 37 | 29 | 3 | 7 | 14 | 6 | N/A | N/A | 4
Forsa | N/A | 2012-02-08 | 2012-02-08 | N | N/A | N/A | 1 | 38 | 27 | 3 | 8 | 13 | 7 | N/A | N/A | 4
Kantar | N/A | 2012-02-05 | 2012-02-05 | N | N/A | N/A | 1 | 35 | 28 | 3 | 7 | 14 | 8 | N/A | N/A | 5
Infratest | N/A | 2012-02-02 | 2012-02-02 | N | N/A | N/A | 1 | 36 | 29 | 3 | 7 | 15 | 6 | N/A | N/A | 4
Forsa | N/A | 2012-02-01 | 2012-02-01 | N | N/A | N/A | 1 | 36 | 27 | 3 | 8 | 15 | 7 | N/A | N/A | 4
Kantar | N/A | 2012-01-29 | 2012-01-29 | N | N/A | N/A | 1 | 34 | 29 | 3 | 7 | 15 | 8 | N/A | N/A | 4
FGW | N/A | 2012-01-27 | 2012-01-27 | N | N/A | N/A | 1 | 36 | 30 | 3 | 7 | 16 | 5 | N/A | N/A | 3
GMS | N/A | 2012-01-26 | 2012-01-26 | N | N/A | N/A | 1 | 36 | 29 | 3 | 7 | 15 | 6 | N/A | N/A | 4
Allensbach | N/A | 2012-01-25 | 2012-01-25 | N | N/A | N/A | 0.5 | 35.0 | 29.0 | 4.0 | 7.0 | 16.5 | 4.0 | N/A | N/A | 4.5
Forsa | N/A | 2012-01-25 | 2012-01-25 | N | N/A | N/A | 1 | 36 | 27 | 3 | 7 | 15 | 7 | N/A | N/A | 5
Kantar | N/A | 2012-01-22 | 2012-01-22 | N | N/A | N/A | 1 | 35 | 29 | 3 | 7 | 15 | 7 | N/A | N/A | 4
Infratest | N/A | 2012-01-19 | 2012-01-19 | N | N/A | N/A | 1 | 36 | 29 | 3 | 7 | 15 | 6 | N/A | N/A | 4
Forsa | N/A | 2012-01-18 | 2012-01-18 | N | N/A | N/A | 1 | 35 | 27 | 3 | 7 | 15 | 8 | N/A | N/A | 5
Kantar | N/A | 2012-01-15 | 2012-01-15 | N | N/A | N/A | 1 | 35 | 29 | 3 | 7 | 16 | 7 | N/A | N/A | 3
FGW | N/A | 2012-01-13 | 2012-01-13 | N | N/A | N/A | 1 | 36 | 31 | 4 | 6 | 15 | 4 | N/A | N/A | 4
Forsa | N/A | 2012-01-11 | 2012-01-11 | N | N/A | N/A | 1 | 36 | 26 | 2 | 7 | 16 | 8 | N/A | N/A | 5
Kantar | N/A | 2012-01-08 | 2012-01-08 | N | N/A | N/A | 1 | 35 | 29 | 3 | 7 | 16 | 7 | N/A | N/A | 3
Infratest | N/A | 2012-01-05 | 2012-01-05 | N | N/A | N/A | 1 | 35 | 30 | 2 | 6 | 16 | 6 | N/A | N/A | 5
Forsa | N/A | 2012-01-04 | 2012-01-04 | N | N/A | N/A | 1 | 35 | 27 | 3 | 8 | 14 | 8 | N/A | N/A | 5
Forsa | N/A | 2011-12-28 | 2011-12-28 | N | N/A | N/A | 1 | 35 | 28 | 3 | 8 | 14 | 7 | N/A | N/A | 5
Kantar | N/A | 2011-12-25 | 2011-12-25 | N | N/A | N/A | 1 | 35 | 30 | 3 | 7 | 15 | 7 | N/A | N/A | 3
Infratest | N/A | 2011-12-23 | 2011-12-23 | N | N/A | N/A | 1 | 36 | 30 | 3 | 6 | 16 | 6 | N/A | N/A | 3
Forsa | N/A | 2011-12-21 | 2011-12-21 | N | N/A | N/A | 1 | 35 | 28 | 2 | 7 | 14 | 9 | N/A | N/A | 5
Kantar | N/A | 2011-12-18 | 2011-12-18 | N | N/A | N/A | 1 | 34 | 30 | 3 | 7 | 15 | 7 | N/A | N/A | 4
FGW | N/A | 2011-12-16 | 2011-12-16 | N | N/A | N/A | 1 | 34 | 31 | 4 | 6 | 17 | 4 | N/A | N/A | 4
Forsa | N/A | 2011-12-14 | 2011-12-14 | N | N/A | N/A | 1 | 35 | 28 | 3 | 8 | 14 | 7 | N/A | N/A | 5
Allensbach | N/A | 2011-12-13 | 2011-12-13 | N | N/A | N/A | 1 | 34.0 | 30.0 | 4.0 | 7.0 | 16.0 | 5.0 | N/A | N/A | 4.0
GMS | N/A | 2011-12-13 | 2011-12-13 | N | N/A | N/A | 1 | 34 | 30 | 3 | 7 | 15 | 6 | N/A | N/A | 5
Kantar | N/A | 2011-12-11 | 2011-12-11 | N | N/A | N/A | 1 | 35 | 30 | 3 | 7 | 14 | 7 | N/A | N/A | 4
Forsa | N/A | 2011-12-07 | 2011-12-07 | N | N/A | N/A | 1 | 35 | 26 | 3 | 9 | 16 | 6 | N/A | N/A | 5
Kantar | N/A | 2011-12-04 | 2011-12-04 | N | N/A | N/A | 1 | 34 | 28 | 3 | 8 | 15 | 7 | N/A | N/A | 5
Infratest | N/A | 2011-12-01 | 2011-12-01 | N | N/A | N/A | 1 | 35 | 30 | 3 | 7 | 16 | 6 | N/A | N/A | 3
Forsa | N/A | 2011-11-30 | 2011-11-30 | N | N/A | N/A | 1 | 35 | 25 | 3 | 9 | 16 | 7 | N/A | N/A | 5
Kantar | N/A | 2011-11-27 | 2011-11-27 | N | N/A | N/A | 1 | 34 | 29 | 3 | 8 | 15 | 7 | N/A | N/A | 4
FGW | N/A | 2011-11-25 | 2011-11-25 | N | N/A | N/A | 1 | 35 | 30 | 4 | 6 | 16 | 5 | N/A | N/A | 4
Infratest | N/A | 2011-11-25 | 2011-11-25 | N | N/A | N/A | 1 | 35 | 30 | 3 | 7 | 14 | 7 | N/A | N/A | 4
GMS | N/A | 2011-11-24 | 2011-11-24 | N | N/A | N/A | 1 | 34 | 28 | 3 | 8 | 17 | 6 | N/A | N/A | 4
Forsa | N/A | 2011-11-23 | 2011-11-23 | N | N/A | N/A | 1 | 36 | 26 | 3 | 8 | 14 | 8 | N/A | N/A | 5
Kantar | N/A | 2011-11-20 | 2011-11-20 | N | N/A | N/A | 1 | 33 | 30 | 3 | 8 | 16 | 7 | N/A | N/A | 3
Allensbach | N/A | 2011-11-16 | 2011-11-16 | N | N/A | N/A | 0.5 | 32.0 | 30.0 | 4.5 | 8.0 | 17.0 | 4.5 | N/A | N/A | 4.0
Forsa | N/A | 2011-11-16 | 2011-11-16 | N | N/A | N/A | 1 | 34 | 26 | 2 | 9 | 15 | 9 | N/A | N/A | 5
Kantar | N/A | 2011-11-13 | 2011-11-13 | N | N/A | N/A | 1 | 33 | 30 | 4 | 8 | 15 | 7 | N/A | N/A | 3
FGW | N/A | 2011-11-11 | 2011-11-11 | N | N/A | N/A | 1 | 34 | 30 | 4 | 7 | 17 | 5 | N/A | N/A | 3
Forsa | N/A | 2011-11-09 | 2011-11-09 | N | N/A | N/A | 1 | 33 | 28 | 3 | 8 | 15 | 8 | N/A | N/A | 5
Kantar | N/A | 2011-11-06 | 2011-11-06 | N | N/A | N/A | 1 | 32 | 29 | 4 | 8 | 15 | 8 | N/A | N/A | 4
Infratest | N/A | 2011-11-03 | 2011-11-03 | N | N/A | N/A | 1 | 34 | 31 | 4 | 6 | 15 | 7 | N/A | N/A | 3
Forsa | N/A | 2011-11-02 | 2011-11-02 | N | N/A | N/A | 1 | 32 | 28 | 3 | 8 | 16 | 9 | N/A | N/A | 4
Kantar | N/A | 2011-10-30 | 2011-10-30 | N | N/A | N/A | 1 | 30 | 28 | 3 | 8 | 17 | 10 | N/A | N/A | 4
FGW | N/A | 2011-10-28 | 2011-10-28 | N | N/A | N/A | 1 | 34 | 31 | 4 | 6 | 16 | 6 | N/A | N/A | 3
Infratest | N/A | 2011-10-28 | 2011-10-28 | N | N/A | N/A | 1 | 33 | 32 | 3 | 7 | 14 | 7 | N/A | N/A | 4
Forsa | N/A | 2011-10-26 | 2011-10-26 | N | N/A | N/A | 1 | 31 | 27 | 3 | 8 | 16 | 10 | N/A | N/A | 5
GMS | N/A | 2011-10-24 | 2011-10-24 | N | N/A | N/A | 1 | 33 | 29 | 4 | 6 | 17 | 7 | N/A | N/A | 4
Kantar | N/A | 2011-10-23 | 2011-10-23 | N | N/A | N/A | 1 | 32 | 28 | 3 | 7 | 16 | 10 | N/A | N/A | 4
Allensbach | N/A | 2011-10-19 | 2011-10-19 | N | N/A | N/A | 0.5 | 31.0 | 30.5 | 4.5 | 7.5 | 17.5 | 5.5 | N/A | N/A | 3.5
Forsa | N/A | 2011-10-19 | 2011-10-19 | N | N/A | N/A | 1 | 31 | 26 | 3 | 8 | 16 | 10 | N/A | N/A | 6
Kantar | N/A | 2011-10-16 | 2011-10-16 | N | N/A | N/A | 1 | 32 | 28 | 4 | 7 | 16 | 9 | N/A | N/A | 4
FGW | N/A | 2011-10-14 | 2011-10-14 | N | N/A | N/A | 1 | 34 | 30 | 4 | 6 | 16 | 6 | N/A | N/A | 4
Forsa | N/A | 2011-10-12 | 2011-10-12 | N | N/A | N/A | 1 | 31 | 27 | 4 | 8 | 17 | 8 | N/A | N/A | 5
Kantar | N/A | 2011-10-09 | 2011-10-09 | N | N/A | N/A | 1 | 32 | 28 | 3 | 7 | 17 | 9 | N/A | N/A | 4
Infratest | N/A | 2011-10-06 | 2011-10-06 | N | N/A | N/A | 1 | 32 | 30 | 3 | 6 | 17 | 8 | N/A | N/A | 4
Forsa | N/A | 2011-10-05 | 2011-10-05 | N | N/A | N/A | 1 | 31 | 28 | 3 | 7 | 17 | 8 | N/A | N/A | 6
Kantar | N/A | 2011-10-02 | 2011-10-02 | N | N/A | N/A | 1 | 32 | 28 | 4 | 7 | 17 | 7 | N/A | N/A | 5
Forsa | N/A | 2011-09-28 | 2011-09-28 | N | N/A | N/A | 1 | 31 | 29 | 2 | 7 | 19 | 7 | N/A | N/A | 5
Infratest | N/A | 2011-09-26 | 2011-09-26 | N | N/A | N/A | 1 | 34 | 30 | 4 | 6 | 18 | 4 | N/A | N/A | 4
Kantar | N/A | 2011-09-25 | 2011-09-25 | N | N/A | N/A | 1 | 33 | 30 | 4 | 8 | 18 | N/A | N/A | N/A | 7
FGW | N/A | 2011-09-23 | 2011-09-23 | N | N/A | N/A | 1 | 34 | 30 | 4 | 6 | 18 | 4 | N/A | N/A | 4
Allensbach | N/A | 2011-09-21 | 2011-09-21 | N | N/A | N/A | 0.5 | 33.5 | 28.5 | 5.0 | 8.0 | 19.0 | N/A | N/A | N/A | 6.0
Forsa | N/A | 2011-09-21 | 2011-09-21 | N | N/A | N/A | 1 | 31 | 28 | 3 | 9 | 20 | N/A | N/A | N/A | 9
GMS | N/A | 2011-09-21 | 2011-09-21 | N | N/A | N/A | 1 | 33 | 29 | 4 | 7 | 20 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-09-18 | 2011-09-18 | N | N/A | N/A | 1 | 32 | 30 | 4 | 8 | 19 | N/A | N/A | N/A | 7
Infratest | N/A | 2011-09-16 | 2011-09-16 | N | N/A | N/A | 1 | 33 | 30 | 5 | 7 | 19 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-09-14 | 2011-09-14 | N | N/A | N/A | 1 | 31 | 29 | 4 | 9 | 19 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-09-11 | 2011-09-11 | N | N/A | N/A | 1 | 33 | 30 | 4 | 8 | 19 | N/A | N/A | N/A | 6
FGW | N/A | 2011-09-09 | 2011-09-09 | N | N/A | N/A | 1 | 34 | 30 | 4 | 6 | 20 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-09-09 | 2011-09-09 | N | N/A | N/A | 1 | 35 | 30 | 3 | 7 | 18 | N/A | N/A | N/A | 7
Forsa | N/A | 2011-09-07 | 2011-09-07 | N | N/A | N/A | 1 | 32 | 27 | 4 | 9 | 19 | N/A | N/A | N/A | 9
Kantar | N/A | 2011-09-04 | 2011-09-04 | N | N/A | N/A | 1 | 32 | 28 | 4 | 8 | 21 | N/A | N/A | N/A | 7
Infratest | N/A | 2011-09-01 | 2011-09-01 | N | N/A | N/A | 1 | 35 | 28 | 4 | 7 | 20 | 2 | N/A | N/A | 4
Forsa | N/A | 2011-08-31 | 2011-08-31 | N | N/A | N/A | 1 | 33 | 25 | 5 | 9 | 21 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-08-28 | 2011-08-28 | N | N/A | N/A | 1 | 32 | 28 | 5 | 8 | 20 | N/A | N/A | N/A | 7
GMS | N/A | 2011-08-25 | 2011-08-25 | N | N/A | N/A | 1 | 34 | 27 | 5 | 7 | 21 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-08-24 | 2011-08-24 | N | N/A | N/A | 1 | 32 | 26 | 5 | 8 | 21 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-08-21 | 2011-08-21 | N | N/A | N/A | 1 | 31 | 29 | 5 | 8 | 20 | N/A | N/A | N/A | 7
Infratest | N/A | 2011-08-19 | 2011-08-19 | N | N/A | N/A | 1 | 34 | 27 | 5 | 7 | 21 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-08-17 | 2011-08-17 | N | N/A | N/A | 1 | 32 | 26 | 4 | 9 | 21 | N/A | N/A | N/A | 8
Allensbach | N/A | 2011-08-16 | 2011-08-16 | N | N/A | N/A | 0.5 | 33.0 | 29.0 | 4.5 | 7.5 | 20.0 | N/A | N/A | N/A | 6.0
Kantar | N/A | 2011-08-14 | 2011-08-14 | N | N/A | N/A | 1 | 33 | 27 | 4 | 9 | 21 | N/A | N/A | N/A | 6
FGW | N/A | 2011-08-12 | 2011-08-12 | N | N/A | N/A | 1 | 34 | 29 | 4 | 7 | 20 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-08-10 | 2011-08-10 | N | N/A | N/A | 1 | 32 | 27 | 3 | 9 | 21 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-08-07 | 2011-08-07 | N | N/A | N/A | 1 | 33 | 28 | 5 | 8 | 21 | N/A | N/A | N/A | 5
Infratest | N/A | 2011-08-04 | 2011-08-04 | N | N/A | N/A | 1 | 32 | 28 | 4 | 8 | 23 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-08-03 | 2011-08-03 | N | N/A | N/A | 1 | 32 | 26 | 3 | 10 | 22 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-07-31 | 2011-07-31 | N | N/A | N/A | 1 | 33 | 28 | 4 | 8 | 22 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-07-27 | 2011-07-27 | N | N/A | N/A | 1 | 33 | 25 | 3 | 10 | 22 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-07-24 | 2011-07-24 | N | N/A | N/A | 1 | 33 | 27 | 4 | 9 | 22 | N/A | N/A | N/A | 5
Infratest | N/A | 2011-07-22 | 2011-07-22 | N | N/A | N/A | 1 | 33 | 27 | 4 | 8 | 23 | N/A | N/A | N/A | 5
GMS | N/A | 2011-07-21 | 2011-07-21 | N | N/A | N/A | 1 | 32 | 26 | 5 | 8 | 22 | N/A | N/A | N/A | 7
Allensbach | N/A | 2011-07-20 | 2011-07-20 | N | N/A | N/A | 0.5 | 34.0 | 27.0 | 5.5 | 7.5 | 20.0 | N/A | N/A | N/A | 6.0
Forsa | N/A | 2011-07-20 | 2011-07-20 | N | N/A | N/A | 1 | 32 | 24 | 4 | 9 | 23 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-07-17 | 2011-07-17 | N | N/A | N/A | 1 | 32 | 27 | 5 | 9 | 21 | N/A | N/A | N/A | 6
FGW | N/A | 2011-07-15 | 2011-07-15 | N | N/A | N/A | 1 | 33 | 29 | 4 | 7 | 22 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-07-13 | 2011-07-13 | N | N/A | N/A | 1 | 31 | 24 | 4 | 10 | 23 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-07-10 | 2011-07-10 | N | N/A | N/A | 1 | 33 | 27 | 5 | 8 | 21 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-07-07 | 2011-07-07 | N | N/A | N/A | 1 | 32 | 26 | 5 | 8 | 23 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-07-06 | 2011-07-06 | N | N/A | N/A | 1 | 33 | 23 | 5 | 9 | 23 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-07-03 | 2011-07-03 | N | N/A | N/A | 1 | 34 | 26 | 5 | 8 | 21 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-06-29 | 2011-06-29 | N | N/A | N/A | 1 | 32 | 23 | 5 | 9 | 24 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-06-26 | 2011-06-26 | N | N/A | N/A | 1 | 32 | 26 | 6 | 8 | 22 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-06-24 | 2011-06-24 | N | N/A | N/A | 1 | 34 | 26 | 4 | 7 | 23 | N/A | N/A | N/A | 6
Allensbach | N/A | 2011-06-22 | 2011-06-22 | N | N/A | N/A | 0.5 | 34.5 | 27.5 | 4.5 | 7.0 | 21.0 | N/A | N/A | N/A | 5.5
Forsa | N/A | 2011-06-21 | 2011-06-21 | N | N/A | N/A | 1 | 32 | 23 | 4 | 9 | 25 | N/A | N/A | N/A | 7
GMS | N/A | 2011-06-21 | 2011-06-21 | N | N/A | N/A | 1 | 33 | 24 | 5 | 8 | 23 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-06-19 | 2011-06-19 | N | N/A | N/A | 1 | 32 | 25 | 5 | 9 | 23 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-06-15 | 2011-06-15 | N | N/A | N/A | 1 | 31 | 23 | 4 | 9 | 26 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-06-12 | 2011-06-12 | N | N/A | N/A | 1 | 34 | 26 | 4 | 8 | 22 | N/A | N/A | N/A | 6
FGW | N/A | 2011-06-10 | 2011-06-10 | N | N/A | N/A | 1 | 34 | 28 | 4 | 7 | 22 | N/A | N/A | N/A | 5
Infratest | N/A | 2011-06-09 | 2011-06-09 | N | N/A | N/A | 1 | 33 | 25 | 5 | 8 | 24 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-06-08 | 2011-06-08 | N | N/A | N/A | 1 | 30 | 22 | 5 | 8 | 27 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-06-05 | 2011-06-05 | N | N/A | N/A | 1 | 33 | 25 | 5 | 8 | 23 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-05-31 | 2011-05-31 | N | N/A | N/A | 1 | 30 | 24 | 4 | 8 | 26 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-05-29 | 2011-05-29 | N | N/A | N/A | 1 | 34 | 26 | 6 | 8 | 21 | N/A | N/A | N/A | 5
FGW | N/A | 2011-05-27 | 2011-05-27 | N | N/A | N/A | 1 | 34 | 28 | 4 | 7 | 22 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-05-25 | 2011-05-25 | N | N/A | N/A | 1 | 32 | 21 | 5 | 9 | 26 | N/A | N/A | N/A | 7
Infratest | N/A | 2011-05-22 | 2011-05-22 | N | N/A | N/A | 1 | 33 | 26 | 4 | 8 | 23 | N/A | N/A | N/A | 6
Kantar | N/A | 2011-05-22 | 2011-05-22 | N | N/A | N/A | 1 | 34 | 26 | 5 | 8 | 21 | N/A | N/A | N/A | 6
GMS | N/A | 2011-05-20 | 2011-05-20 | N | N/A | N/A | 1 | 33 | 24 | 4 | 9 | 23 | N/A | N/A | N/A | 7
Allensbach | N/A | 2011-05-18 | 2011-05-18 | N | N/A | N/A | 0.5 | 33.0 | 27.0 | 5.5 | 6.5 | 22.0 | N/A | N/A | N/A | 6.0
Forsa | N/A | 2011-05-18 | 2011-05-18 | N | N/A | N/A | 1 | 32 | 22 | 3 | 9 | 26 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-05-15 | 2011-05-15 | N | N/A | N/A | 1 | 33 | 24 | 5 | 9 | 22 | N/A | N/A | N/A | 7
Infratest | N/A | 2011-05-13 | 2011-05-13 | N | N/A | N/A | 1 | 33 | 26 | 5 | 8 | 22 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-05-11 | 2011-05-11 | N | N/A | N/A | 1 | 31 | 22 | 4 | 9 | 26 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-05-08 | 2011-05-08 | N | N/A | N/A | 1 | 33 | 24 | 5 | 9 | 23 | N/A | N/A | N/A | 6
FGW | N/A | 2011-05-06 | 2011-05-06 | N | N/A | N/A | 1 | 35 | 26 | 4 | 7 | 23 | N/A | N/A | N/A | 5
Infratest | N/A | 2011-05-05 | 2011-05-05 | N | N/A | N/A | 1 | 35 | 26 | 4 | 7 | 23 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-05-04 | 2011-05-04 | N | N/A | N/A | 1 | 31 | 21 | 4 | 8 | 28 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-05-01 | 2011-05-01 | N | N/A | N/A | 1 | 34 | 24 | 4 | 8 | 24 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-04-27 | 2011-04-27 | N | N/A | N/A | 1 | 31 | 22 | 4 | 9 | 27 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-04-24 | 2011-04-24 | N | N/A | N/A | 1 | 33 | 25 | 4 | 8 | 23 | N/A | N/A | N/A | 7
Allensbach | N/A | 2011-04-19 | 2011-04-19 | N | N/A | N/A | 1 | 32.0 | 28.0 | 5.0 | 7.0 | 23.0 | N/A | N/A | N/A | 5.0
Forsa | N/A | 2011-04-19 | 2011-04-19 | N | N/A | N/A | 1 | 31 | 23 | 3 | 8 | 28 | N/A | N/A | N/A | 7
GMS | N/A | 2011-04-19 | 2011-04-19 | N | N/A | N/A | 1 | 33 | 24 | 5 | 8 | 24 | N/A | N/A | N/A | 6
Kantar | N/A | 2011-04-17 | 2011-04-17 | N | N/A | N/A | 1 | 32 | 23 | 5 | 9 | 24 | N/A | N/A | N/A | 7
FGW | N/A | 2011-04-15 | 2011-04-15 | N | N/A | N/A | 1 | 34 | 27 | 4 | 7 | 23 | N/A | N/A | N/A | 5
Infratest | N/A | 2011-04-15 | 2011-04-15 | N | N/A | N/A | 1 | 33 | 26 | 4 | 8 | 24 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-04-13 | 2011-04-13 | N | N/A | N/A | 1 | 30 | 24 | 4 | 8 | 27 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-04-10 | 2011-04-10 | N | N/A | N/A | 1 | 33 | 25 | 4 | 8 | 24 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-04-07 | 2011-04-07 | N | N/A | N/A | 1 | 33 | 27 | 5 | 7 | 23 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-04-06 | 2011-04-06 | N | N/A | N/A | 1 | 30 | 23 | 3 | 9 | 28 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-04-03 | 2011-04-03 | N | N/A | N/A | 1 | 33 | 26 | 5 | 8 | 23 | N/A | N/A | N/A | 5
FGW | N/A | 2011-04-01 | 2011-04-01 | N | N/A | N/A | 1 | 34 | 28 | 5 | 8 | 19 | N/A | N/A | N/A | 6
Forsa | N/A | 2011-03-30 | 2011-03-30 | N | N/A | N/A | 1 | 33 | 25 | 5 | 8 | 21 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-03-27 | 2011-03-27 | N | N/A | N/A | 1 | 34 | 27 | 4 | 9 | 20 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-03-24 | 2011-03-24 | N | N/A | N/A | 1 | 35 | 27 | 5 | 7 | 21 | N/A | N/A | N/A | 5
Forsa | N/A | 2011-03-23 | 2011-03-23 | N | N/A | N/A | 1 | 33 | 25 | 5 | 9 | 20 | N/A | N/A | N/A | 8
GMS | N/A | 2011-03-21 | 2011-03-21 | N | N/A | N/A | 1 | 34 | 27 | 5 | 8 | 20 | N/A | N/A | N/A | 6
Kantar | N/A | 2011-03-20 | 2011-03-20 | N | N/A | N/A | 1 | 34 | 28 | 5 | 9 | 18 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-03-18 | 2011-03-18 | N | N/A | N/A | 1 | 35 | 28 | 5 | 7 | 20 | N/A | N/A | N/A | 5
Allensbach | N/A | 2011-03-16 | 2011-03-16 | N | N/A | N/A | 0.5 | 36.5 | 29.0 | 6.5 | 8.0 | 15.0 | N/A | N/A | N/A | 5.0
Forsa | N/A | 2011-03-16 | 2011-03-16 | N | N/A | N/A | 1 | 36 | 26 | 6 | 10 | 15 | N/A | N/A | N/A | 7
Forsa | N/A | 2011-03-16 | 2011-03-16 | N | N/A | N/A | 1 | 36 | 26 | 5 | 9 | 18 | N/A | N/A | N/A | 6
Kantar | N/A | 2011-03-13 | 2011-03-13 | N | N/A | N/A | 1 | 35 | 28 | 6 | 10 | 15 | N/A | N/A | N/A | 6
Infratest | N/A | 2011-03-10 | 2011-03-10 | N | N/A | N/A | 1 | 35 | 28 | 6 | 9 | 15 | N/A | N/A | N/A | 7
Forsa | N/A | 2011-03-09 | 2011-03-09 | N | N/A | N/A | 1 | 36 | 26 | 5 | 10 | 16 | N/A | N/A | N/A | 7
Kantar | N/A | 2011-03-06 | 2011-03-06 | N | N/A | N/A | 1 | 33 | 29 | 7 | 9 | 15 | N/A | N/A | N/A | 7
Forsa | N/A | 2011-03-02 | 2011-03-02 | N | N/A | N/A | 1 | 34 | 27 | 5 | 10 | 16 | N/A | N/A | N/A | 8
Kantar | N/A | 2011-02-27 | 2011-02-27 | N | N/A | N/A | 1 | 35 | 28 | 6 | 9 | 16 | N/A | N/A | N/A | 6
