Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | Lab | Con | Lib Dems | SNP | Plaid | UKIP | GPEW | SGP | Reform UK | Change UK | Other
YouGov | The Times | 2019-05-08 | 2019-05-09 | N | 2212 | N/A | 1 | 24 | 24 | 16 | N/A | N/A | 2 | N/A | N/A | 18 | 2 | 1
Survation | Good Morning Britain | 2019-05-08 | 2019-05-09 | E | 1303 | N/A | 1 | 24 | 12 | 11 | 4 | 1 | 4 | N/A | N/A | 30 | 4 | 4
Opinium | N/A | 2019-05-03 | 2019-05-07 | E | 2000 | N/A | 1 | 26 | 14 | 12 | 5 | 2 | 4 | N/A | N/A | 29 | 2 | 1
Opinium | N/A | 2019-05-03 | 2019-05-07 | N | 1544 | N/A | 1 | 30 | 25 | 11 | 3 | 1 | 4 | N/A | N/A | 17 | 2 | N/A
ComRes | Remain United | 2019-05-01 | 2019-05-07 | E | 4060 | N/A | 1 | 26 | 14 | 11 | 3 | 1 | 2 | N/A | N/A | 28 | 8 | 1
YouGov | N/A | 2019-04-29 | 2019-04-30 | N | 1630 | N/A | 1 | 29 | 29 | 13 | N/A | N/A | 2 | N/A | N/A | 15 | 3 | 1
YouGov | The Times | 2019-04-29 | 2019-04-30 | E | 1630 | N/A | 1 | 21 | 13 | 10 | N/A | N/A | 4 | N/A | N/A | 30 | 9 | 1
YouGov | Hope Not Hate | 2019-04-23 | 2019-04-26 | E | 5412 | N/A | 1 | 22 | 13 | 7 | N/A | N/A | 5 | N/A | N/A | 28 | 10 | 1
Opinium | The Observer | 2019-04-23 | 2019-04-25 | E | 1024 | N/A | 1 | 28 | 14 | 7 | 5 | 1 | 3 | N/A | N/A | 28 | 7 | N/A
Survation | N/A | 2019-04-17 | 2019-04-25 | E | 1999 | N/A | 1 | 27 | 16 | 8 | 3 | 1 | 7 | N/A | N/A | 27 | 4 | 4
YouGov | N/A | 2019-04-23 | 2019-04-24 | E | 5412 | N/A | 1 | 22 | 13 | 7 | N/A | N/A | 5 | N/A | N/A | 28 | 10 | N/A
YouGov | The Times | 2019-04-23 | 2019-04-24 | N | 1787 | N/A | 1 | 30 | 27 | 11 | N/A | N/A | 4 | N/A | N/A | 14 | 3 | 1
Panelbase | The Sunday Times | 2019-04-18 | 2019-04-24 | N | 2030 | N/A | 1 | 36 | 27 | 8 | 4 | N/A | 5 | N/A | N/A | 13 | 4 | 1
Opinium | The Observer | 2019-04-21 | 2019-04-23 | N | 1218 | N/A | 1 | 33 | 26 | 6 | 5 | 1 | 4 | N/A | N/A | 17 | 4 | N/A
OnePoll | The Sun on Sunday | 2019-04-17 | 2019-04-17 | N | 2000 | N/A | 1 | 32 | 24 | 9 | 4 | N/A | 5 | N/A | N/A | 14 | 5 | 2
YouGov | The Times | 2019-04-16 | 2019-04-17 | E | 1755 | N/A | 1 | 22 | 17 | 9 | N/A | N/A | 6 | N/A | N/A | 23 | 8 | 0
YouGov | The Times | 2019-04-16 | 2019-04-17 | N | 1755 | N/A | 1 | 30 | 29 | 10 | N/A | N/A | 4 | N/A | N/A | 12 | 3 | 2
ORB | The Telegraph | 2019-04-16 | 2019-04-17 | N | 1547 | N/A | 1 | 29 | 26 | 8 | 4 | 1 | 5 | N/A | N/A | 14 | 5 | 4
ComRes | Brexit Express | 2019-04-16 | 2019-04-16 | E | 1061 | N/A | 1 | 33 | 18 | 9 | 4 | 0 | 5 | N/A | N/A | 17 | 9 | 0
YouGov | People’s Vote | 2019-04-15 | 2019-04-16 | E | 1855 | N/A | 1 | 22 | 15 | 9 | 3 | 1 | 7 | N/A | N/A | 27 | 6 | 1
Opinium | The Observer | 2019-04-09 | 2019-04-12 | E | 2007 | N/A | 1 | 29 | 17 | 10 | 6 | 1 | 13 | N/A | N/A | 12 | 4 | 2
Opinium | The Observer | 2019-04-09 | 2019-04-12 | N | 2007 | N/A | 1 | 36 | 29 | 8 | 5 | 1 | 11 | N/A | N/A | N/A | N/A | 6
YouGov | The Times | 2019-04-10 | 2019-04-11 | E | 1843 | N/A | 1 | 24 | 16 | 8 | 5 | 1 | 14 | N/A | N/A | 15 | 7 | 1
Hanbury Strategy | Open Europe | 2019-04-05 | 2019-04-08 | E | 2000 | N/A | 1 | 38 | 23 | 8 | 4 | 0 | 7 | N/A | N/A | 10 | 4 | 1
Hanbury Strategy | Open Europe | 2019-04-05 | 2019-04-08 | N | 2000 | N/A | 1 | 40 | 31 | 8 | 4 | 1 | 8 | N/A | N/A | N/A | N/A | 4
Kantar Public | N/A | 2019-04-04 | 2019-04-08 | N | 1172 | N/A | 1 | 35 | 32 | 11 | 5 | 1 | 7 | N/A | N/A | N/A | N/A | 6
Survation | N/A | 2019-04-03 | 2019-04-06 | N | 6062 | N/A | 1 | 41 | 37 | 10 | N/A | 1 | 7 | N/A | N/A | N/A | N/A | 3
BMG Research | The Independent | 2019-04-02 | 2019-04-05 | N | 1500 | N/A | 1 | 34 | 35 | 11 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 3
YouGov | N/A | 2019-04-02 | 2019-04-03 | N | 1771 | N/A | 1 | 31 | 32 | 12 | 5 | 1 | 7 | N/A | N/A | 5 | N/A | 3
Opinium | The Observer | 2019-03-28 | 2019-03-30 | E | 2008 | N/A | 1 | 30 | 24 | 10 | 4 | 1 | 18 | N/A | N/A | N/A | N/A | 5
Deltapoll | The Mail on Sunday | 2019-03-28 | 2019-03-30 | N | 1010 | N/A | 1 | 41 | 36 | 7 | 3 | 1 | 7 | N/A | N/A | N/A | N/A | 3
Opinium | The Observer | 2019-03-28 | 2019-03-29 | N | 2008 | N/A | 1 | 35 | 35 | 9 | 4 | 0 | 9 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2019-03-24 | 2019-03-25 | N | 2110 | N/A | 1 | 33 | 36 | 11 | 4 | 1 | 4 | N/A | N/A | 5 | N/A | 2
Opinium | The Observer | 2019-03-20 | 2019-03-22 | N | 2002 | N/A | 1 | 35 | 36 | 7 | 5 | 1 | 9 | N/A | N/A | N/A | N/A | 3
Ipsos MORI | N/A | 2019-03-15 | 2019-03-19 | N | 1050 | N/A | 1 | 34 | 38 | 8 | 5 | 1 | 7 | N/A | N/A | N/A | N/A | 3
Survation | Daily Mail | 2019-03-15 | 2019-03-15 | N | 1007 | N/A | 1 | 39 | 35 | 10 | 3 | 0 | 5 | N/A | N/A | N/A | N/A | 7
YouGov | People’s Vote | 2019-03-14 | 2019-03-15 | N | 1823 | N/A | 1 | 33 | 35 | 11 | 3 | 1 | 5 | N/A | N/A | N/A | N/A | 6
YouGov | The Times | 2019-03-14 | 2019-03-15 | N | 1756 | N/A | 1 | 31 | 35 | 12 | 3 | 1 | 6 | N/A | N/A | 4 | N/A | 2
Opinium | The Observer | 2019-03-12 | 2019-03-15 | E | 2008 | N/A | 1 | 29 | 28 | 11 | 4 | 1 | 17 | N/A | N/A | N/A | N/A | 5
Opinium | The Observer | 2019-03-12 | 2019-03-15 | N | 1952 | N/A | 1 | 34 | 38 | 8 | 5 | 1 | 8 | N/A | N/A | N/A | N/A | 3
Kantar Public | N/A | 2019-03-07 | 2019-03-11 | N | 1152 | N/A | 1 | 31 | 41 | 8 | 5 | N/A | 6 | N/A | N/A | N/A | N/A | 2
BMG Research | N/A | 2019-03-04 | 2019-03-08 | N | 1503 | N/A | 1 | 34 | 39 | 12 | 3 | 1 | 5 | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2019-03-03 | 2019-03-04 | N | 2172 | N/A | 1 | 31 | 40 | 11 | 4 | 1 | 3 | N/A | N/A | 3 | N/A | 3
Opinium | The Observer | 2019-02-26 | 2019-03-01 | N | 1948 | N/A | 1 | 34 | 40 | 9 | 4 | 1 | 7 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2019-02-22 | 2019-02-23 | N | 1672 | N/A | 1 | 30 | 41 | 10 | 4 | 1 | 5 | N/A | N/A | 2 | N/A | 3
Deltapoll | The Mail on Sunday | 2019-02-21 | 2019-02-23 | N | 1027 | N/A | 1 | 36 | 43 | 6 | 4 | 0 | 5 | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2019-02-18 | 2019-02-19 | N | 1861 | N/A | 1 | 33 | 41 | 10 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 2
Survation | Daily Mail | 2019-02-18 | 2019-02-18 | N | 1023 | N/A | 1 | 36 | 40 | 10 | 3 | N/A | 5 | N/A | N/A | N/A | N/A | 5
Opinium | The Observer | 2019-02-13 | 2019-02-15 | N | 2005 | N/A | 1 | 37 | 37 | 8 | 4 | 0 | 7 | N/A | N/A | N/A | N/A | 2
Kantar Public | N/A | 2019-02-07 | 2019-02-11 | N | 1145 | N/A | 1 | 35 | 40 | 10 | 4 | 1 | 3 | N/A | N/A | N/A | N/A | 3
BMG Research | N/A | 2019-02-04 | 2019-02-08 | N | 1503 | N/A | 1 | 35 | 38 | 13 | 3 | 1 | 5 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2019-02-01 | 2019-02-05 | N | 1005 | N/A | 1 | 38 | 38 | 10 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2019-02-03 | 2019-02-04 | N | 1851 | N/A | 1 | 34 | 41 | 10 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 2
Opinium | The Observer | 2019-01-30 | 2019-02-01 | N | 1952 | N/A | 1 | 34 | 41 | 8 | 4 | 1 | 7 | N/A | N/A | N/A | N/A | 1
Survation | Daily Mail | 2019-01-30 | 2019-01-30 | N | 1029 | N/A | 1 | 39 | 38 | 9 | 3 | N/A | 4 | N/A | N/A | N/A | N/A | 4
Opinium | People’s Vote | 2019-01-23 | 2019-01-25 | N | 2001 | N/A | 1 | 36 | 40 | 7 | 4 | 1 | 7 | N/A | N/A | N/A | N/A | 1
ICM Research | N/A | 2019-01-16 | 2019-01-18 | N | 2046 | N/A | 1 | 40 | 39 | 9 | 3 | 0 | 5 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2019-01-16 | 2019-01-18 | N | 2006 | N/A | 1 | 40 | 37 | 7 | 5 | 1 | 7 | N/A | N/A | N/A | N/A | 1
ComRes | Sunday Express | 2019-01-16 | 2019-01-17 | N | 2031 | N/A | 1 | 37 | 38 | 10 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 2
Number Cruncher Politics | Politico | 2019-01-10 | 2019-01-17 | E | 1030 | N/A | 1 | 37 | 36 | 8 | 3 | 1 | 10 | N/A | N/A | N/A | N/A | 0
Number Cruncher Politics | Politico | 2019-01-10 | 2019-01-17 | N | 1030 | N/A | 1 | 39 | 41 | 8 | 3 | 1 | 4 | N/A | N/A | N/A | N/A | 1
ComRes | Daily Express | 2019-01-14 | 2019-01-15 | N | 2010 | N/A | 1 | 39 | 37 | 8 | 3 | 1 | 7 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2019-01-13 | 2019-01-14 | N | 1701 | N/A | 1 | 34 | 39 | 11 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2019-01-10 | 2019-01-14 | N | 1106 | N/A | 1 | 38 | 35 | 9 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 3
Survation | Daily Mail | 2019-01-10 | 2019-01-11 | N | 1013 | N/A | 1 | 41 | 38 | 10 | 3 | N/A | 4 | N/A | N/A | N/A | N/A | 3
BMG Research | The Independent | 2019-01-08 | 2019-01-11 | N | 1514 | N/A | 1 | 36 | 36 | 12 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2019-01-06 | 2019-01-07 | N | 1656 | N/A | 1 | 35 | 41 | 11 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
YouGov | People’s Vote | 2018-12-21 | 2019-01-04 | N | 25537 | N/A | 1 | 34 | 40 | 10 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 2
Opinium | N/A | 2018-12-18 | 2018-12-20 | N | 1945 | N/A | 1 | 39 | 39 | 6 | 4 | 0 | 6 | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2018-12-16 | 2018-12-17 | N | 1660 | N/A | 1 | 39 | 41 | 7 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-12-13 | 2018-12-14 | N | 2016 | N/A | 1 | 39 | 38 | 8 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 0
YouGov | People’s Vote | 2018-12-12 | 2018-12-14 | N | 5043 | N/A | 1 | 36 | 40 | 10 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
Populus | N/A | 2018-12-10 | 2018-12-11 | N | 2002 | N/A | 1 | 40 | 37 | 7 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Sunday Times | 2018-12-06 | 2018-12-07 | N | 1652 | N/A | 1 | 37 | 38 | 10 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-12-05 | 2018-12-06 | N | 1178 | N/A | 1 | 38 | 38 | 9 | 4 | 1 | 5 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2018-11-30 | 2018-12-05 | N | 1049 | N/A | 1 | 38 | 38 | 9 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-12-03 | 2018-12-04 | N | 1624 | N/A | 1 | 38 | 40 | 9 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
ComRes | Sunday Express | 2018-11-30 | 2018-12-02 | N | 2035 | N/A | 1 | 39 | 37 | 9 | 3 | 0 | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-11-26 | 2018-11-27 | N | 1737 | N/A | 1 | 35 | 40 | 10 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-11-18 | 2018-11-19 | N | 1671 | N/A | 1 | 36 | 39 | 8 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
ComRes | Sunday Express | 2018-11-14 | 2018-11-15 | N | 2000 | N/A | 1 | 40 | 36 | 9 | 3 | 1 | 7 | N/A | N/A | N/A | N/A | 1
Opinium | N/A | 2018-11-14 | 2018-11-15 | N | 1213 | N/A | 1 | 39 | 36 | 7 | 5 | 1 | 8 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-11-08 | 2018-11-12 | N | 1147 | N/A | 1 | 39 | 40 | 8 | 4 | 1 | 3 | N/A | N/A | N/A | N/A | 2
Panelbase | Constitutional Commission | 2018-11-02 | 2018-11-07 | N | 2016 | N/A | 1 | 40 | 40 | 8 | 4 | 1 | 5 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-11-04 | 2018-11-05 | N | 1637 | N/A | 1 | 37 | 41 | 8 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
Survation | Channel 4 | 2018-10-20 | 2018-11-02 | N | 20090 | N/A | 1 | 40 | 39 | 8 | 3 | N/A | 3 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2018-10-29 | 2018-10-30 | N | 1648 | N/A | 1 | 39 | 41 | 7 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 0
ICM Research | N/A | 2018-10-26 | 2018-10-28 | N | 2048 | N/A | 1 | 38 | 40 | 9 | 3 | 1 | 5 | N/A | N/A | N/A | N/A | 0
Deltapoll | Mirror | 2018-10-24 | 2018-10-26 | N | 1017 | N/A | 1 | 40 | 43 | 6 | 4 | 0 | 5 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-10-22 | 2018-10-23 | N | 1802 | N/A | 1 | 36 | 41 | 8 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 0
Ipsos MORI | N/A | 2018-10-19 | 2018-10-22 | N | 1044 | N/A | 1 | 37 | 39 | 10 | 4 | 1 | 5 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-10-14 | 2018-10-15 | N | 1649 | N/A | 1 | 36 | 41 | 9 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-10-11 | 2018-10-15 | N | 1128 | N/A | 1 | 36 | 41 | 10 | 4 | 1 | 3 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-10-11 | 2018-10-12 | N | 2010 | N/A | 1 | 37 | 41 | 8 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 1
Survation | N/A | 2018-10-10 | 2018-10-10 | N | 1009 | N/A | 1 | 39 | 40 | 7 | 4 | N/A | 6 | N/A | N/A | N/A | N/A | 5
YouGov | The Times | 2018-10-08 | 2018-10-09 | N | 1647 | N/A | 1 | 37 | 41 | 9 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
BMG Research | N/A | 2018-10-04 | 2018-10-07 | N | 1508 | N/A | 1 | 38 | 37 | 12 | 3 | 1 | 4 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-10-03 | 2018-10-05 | N | 2007 | N/A | 1 | 39 | 39 | 7 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 1
BMG Research | The Independent | 2018-10-03 | 2018-10-05 | N | 1503 | N/A | 1 | 39 | 38 | 10 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-09-30 | 2018-10-01 | N | 1607 | N/A | 1 | 36 | 42 | 9 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 1
BMG Research | HuffPost UK | 2018-09-28 | 2018-09-29 | N | 1203 | N/A | 1 | 40 | 35 | 12 | 4 | 1 | 5 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-09-26 | 2018-09-28 | N | 2008 | N/A | 1 | 36 | 39 | 9 | 4 | 0 | 6 | N/A | N/A | N/A | N/A | 1
ComRes | Sunday Express | 2018-09-26 | 2018-09-27 | N | 2036 | N/A | 1 | 40 | 39 | 9 | 3 | 0 | 5 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-09-24 | 2018-09-25 | N | 1625 | N/A | 1 | 36 | 42 | 11 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 0
ICM Research | The Guardian | 2018-09-21 | 2018-09-24 | N | 2006 | N/A | 1 | 40 | 41 | 9 | 3 | 0 | 4 | N/A | N/A | N/A | N/A | 0
BMG Research | HuffPost UK | 2018-09-21 | 2018-09-22 | N | 1006 | N/A | 1 | 38 | 38 | 10 | 4 | 0 | 5 | N/A | N/A | N/A | N/A | 0
Opinium | N/A | 2018-09-18 | 2018-09-20 | N | 2003 | N/A | 1 | 39 | 37 | 9 | 4 | 1 | 8 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-09-18 | 2018-09-19 | N | 2509 | N/A | 1 | 36 | 40 | 11 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2018-09-14 | 2018-09-18 | N | 1070 | N/A | 1 | 37 | 39 | 13 | 3 | 0 | 2 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-09-12 | 2018-09-13 | N | 1620 | N/A | 1 | 36 | 40 | 11 | N/A | N/A | 4 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-09-11 | 2018-09-13 | N | 2011 | N/A | 1 | 38 | 39 | 7 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-09-06 | 2018-09-10 | N | 1119 | N/A | 1 | 35 | 40 | 10 | 4 | 0 | 5 | N/A | N/A | N/A | N/A | 1
ICM Research | The Guardian | 2018-09-07 | 2018-09-09 | N | 2051 | N/A | 1 | 39 | 42 | 8 | 3 | 0 | 4 | N/A | N/A | N/A | N/A | 1
Survation | Daily Mail | 2018-09-07 | 2018-09-07 | N | 1039 | N/A | 1 | 37 | 38 | 10 | 3 | 1 | 4 | N/A | N/A | N/A | N/A | 5
BMG Research | The Independent | 2018-09-04 | 2018-09-07 | N | 1533 | N/A | 1 | 38 | 37 | 11 | 2 | 0 | 7 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-09-03 | 2018-09-04 | N | 1883 | N/A | 1 | 35 | 39 | 11 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 1
Survation | N/A | 2018-08-31 | 2018-09-01 | N | 1017 | N/A | 1 | 41 | 37 | 6 | 3 | 1 | 7 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2018-08-28 | 2018-08-29 | N | 1664 | N/A | 1 | 37 | 39 | 10 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-08-20 | 2018-08-21 | N | 1697 | N/A | 1 | 37 | 40 | 9 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 2
ICM Research | The Guardian | 2018-08-17 | 2018-08-19 | N | 2021 | N/A | 1 | 40 | 40 | 8 | 3 | 0 | 6 | N/A | N/A | N/A | N/A | 3
Opinium | The Observer | 2018-08-14 | 2018-08-17 | N | 2003 | N/A | 1 | 38 | 39 | 7 | 4 | 1 | 7 | N/A | N/A | N/A | N/A | 1
Deltapoll | The Sun on Sunday | 2018-08-14 | 2018-08-16 | N | 1904 | N/A | 1 | 40 | 37 | 8 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-08-13 | 2018-08-14 | N | 1660 | N/A | 1 | 38 | 41 | 8 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-08-09 | 2018-08-13 | N | 1119 | N/A | 1 | 39 | 40 | 9 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 1
Number Cruncher Politics | N/A | 2018-08-09 | 2018-08-13 | N | 1036 | N/A | 1 | 40 | 38 | 8 | 4 | 1 | 5 | N/A | N/A | N/A | N/A | 1
BMG Research | The Independent | 2018-08-06 | 2018-08-10 | N | 1481 | N/A | 1 | 39 | 37 | 10 | 3 | 0 | 5 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-08-08 | 2018-08-09 | N | 1675 | N/A | 1 | 35 | 39 | 10 | N/A | N/A | 7 | N/A | N/A | N/A | N/A | 1
ICM Research | The Guardian | 2018-08-03 | 2018-08-05 | N | 2049 | N/A | 1 | 40 | 39 | 7 | 4 | 0 | 6 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-07-30 | 2018-07-31 | N | 1718 | N/A | 1 | 38 | 38 | 10 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2018-07-20 | 2018-07-24 | N | 1023 | N/A | 1 | 38 | 38 | 10 | 4 | 1 | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-07-22 | 2018-07-23 | N | 1650 | N/A | 1 | 38 | 38 | 10 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 0
ICM Research | N/A | 2018-07-20 | 2018-07-22 | N | 2010 | N/A | 1 | 41 | 40 | 8 | 3 | 0 | 5 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-07-19 | 2018-07-20 | N | 1668 | N/A | 1 | 39 | 38 | 9 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-07-16 | 2018-07-17 | N | 1657 | N/A | 1 | 41 | 36 | 9 | N/A | N/A | 7 | N/A | N/A | N/A | N/A | 0
Deltapoll | The Sun on Sunday | 2018-07-12 | 2018-07-14 | N | 1484 | N/A | 1 | 42 | 37 | 7 | 3 | 1 | 6 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-07-10 | 2018-07-13 | N | 2005 | N/A | 1 | 40 | 36 | 8 | 4 | 1 | 8 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-07-10 | 2018-07-11 | N | 1732 | N/A | 1 | 39 | 37 | 10 | N/A | N/A | 6 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-07-08 | 2018-07-09 | N | 1669 | N/A | 1 | 39 | 39 | 9 | N/A | N/A | 5 | N/A | N/A | N/A | N/A | 1
ICM Research | The Guardian | 2018-07-06 | 2018-07-09 | N | 2013 | N/A | 1 | 39 | 41 | 9 | 3 | 0 | 4 | N/A | N/A | N/A | N/A | 1
Kantar Public | N/A | 2018-07-05 | 2018-07-09 | N | 1086 | N/A | 1 | 38 | 40 | 9 | 4 | 1 | 3 | N/A | N/A | N/A | N/A | 2
Survation | N/A | 2018-07-07 | 2018-07-07 | N | 1007 | N/A | 1 | 40 | 38 | 10 | 3 | 1 | N/A | N/A | N/A | N/A | N/A | 7
BMG Research | N/A | 2018-07-03 | 2018-07-05 | N | 1511 | N/A | 1 | 37 | 39 | 10 | 3 | 1 | 3 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-07-03 | 2018-07-04 | N | 1641 | N/A | 1 | 40 | 41 | 9 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2018-06-22 | 2018-06-27 | N | 1026 | N/A | 1 | 38 | 41 | 7 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-06-25 | 2018-06-26 | N | 1645 | N/A | 1 | 37 | 42 | 9 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 1
ICM Research | The Guardian | 2018-06-22 | 2018-06-24 | N | 2013 | N/A | 1 | 40 | 41 | 9 | 3 | 0 | 3 | N/A | N/A | N/A | N/A | 1
Survation | Good Morning Britain | 2018-06-19 | 2018-06-20 | N | 1022 | N/A | 1 | 38 | 41 | 7 | 4 | 1 | 3 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-06-18 | 2018-06-19 | N | 1606 | N/A | 1 | 40 | 42 | 9 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-06-11 | 2018-06-12 | N | 1638 | N/A | 1 | 39 | 42 | 8 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 0
ICM Research | The Guardian | 2018-06-08 | 2018-06-10 | N | 2021 | N/A | 1 | 40 | 42 | 8 | 3 | 0 | 3 | N/A | N/A | N/A | N/A | 0
BMG Research | The Independent | 2018-06-05 | 2018-06-08 | N | 1490 | N/A | 1 | 41 | 38 | 11 | 2 | 0 | 4 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-06-05 | 2018-06-07 | N | 2005 | N/A | 1 | 40 | 42 | 7 | 6 | 1 | 3 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-06-04 | 2018-06-05 | N | 1619 | N/A | 1 | 37 | 44 | 8 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 0
Survation | N/A | 2018-05-31 | 2018-06-04 | N | 2012 | N/A | 1 | 40 | 41 | 9 | 3 | 1 | 2 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2018-05-28 | 2018-05-29 | N | 1670 | N/A | 1 | 39 | 42 | 9 | N/A | N/A | 3 | N/A | N/A | N/A | N/A | 1
ICM Research | The Guardian | 2018-05-25 | 2018-05-29 | N | 2002 | N/A | 1 | 40 | 43 | 8 | 3 | 1 | 3 | N/A | N/A | N/A | N/A | 1
Ipsos MORI | N/A | 2018-05-18 | 2018-05-22 | N | 1015 | N/A | 1 | 40 | 40 | 7 | 5 | 0 | 2 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2018-05-20 | 2018-05-21 | N | 1660 | N/A | 1 | 38 | 42 | 9 | N/A | N/A | 2 | N/A | N/A | N/A | N/A | 1
ComRes | Daily Mail | 2018-05-16 | 2018-05-17 | N | 2045 | N/A | 1 | 41 | 41 | 7 | 3 | 1 | 3 | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2018-05-15 | 2018-05-16 | N | 2009 | N/A | 1 | 39 | 43 | 6 | 4 | 1 | 4 | N/A | N/A | N/A | N/A | 1
